#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Kb)	GC%	Host	Segmemts	Genes	Proteins	Release Date	Modify Date	Status
Synechococcus phage S-PM2	238854		0	Other	Myoviridae	196.28	37.8	bacteria	 Unknown:NC_006820.1/AJ630128.1	251	244	2005/01/29	2020/12/20	Complete Genome
Vaccinia virus	10245		0	Other	Poxviridae	194.711	33.3	human,vertebrates	 Unknown:NC_006998.1/AY243312.1	223	223	2003/04/10	2018/08/13	Complete Genome
Honeysuckle yellow vein virus	240865		0	Other	Geminiviridae	2.784	44.4	land plants	 DNA A:NC_005807.1/AJ542540.1	6	6	2003/02/05	2018/08/13	Complete Genome
Chilli veinal mottle virus	52280		0	Other	Potyviridae	9.711	41.8	land plants	NC_005778.1/AJ237843.3	2	2	1999/05/20	2018/08/13	Complete Genome
Pseudomonas phage phiKMV	204270		0	Other	Autographiviridae	42.519	62.3	bacteria	 Unknown:NC_005045.1/AJ505558.1	49	49	2003/07/25	2020/12/20	Complete Genome
Yersinia phage PY54	172667		0	Other	Siphoviridae	46.339	44.6	bacteria	 Unknown:NC_005069.1/AJ564013.1	67	67	2003/08/13	2020/12/20	Complete Genome
Haemophilus phage Aaphi23	230158		0	Other	Myoviridae	43.033	42.5	bacteria	 Unknown:NC_004827.1/AJ560763.1	66	66	2003/06/03	2020/12/20	Complete Genome
Gremmeniella abietina mitochondrial RNA virus S2	279538		0	Other	Mitoviridae	2.587	31	fungi	 Unknown:NC_006264.1/AY615209.1	1	1	2004/06/27	2018/08/13	Complete Genome
Gremmeniella abietina RNA virus L2	279539		0	Other	Totiviridae	5.129	56.6	fungi	 Unknown:NC_005965.1/AY615210.1	2	2	2004/06/27	2018/08/13	Complete Genome
Malvastrum yellow vein Yunnan virus	290030		0	Other	Geminiviridae	2.747	43.3	land plants	 DNA A:NC_006631.1/AJ786711.1	6	6	2005/01/08	2018/08/13	Complete Genome
Gremmeniella abietina RNA virus MS2	279540		0	Other	Partitiviridae	4.553	49.0206	fungi	 RNA 1:AY615211.1;  RNA 2:AY615212.1;  RNA 3:AY615213.1	-	3	2004/06/27	2005/04/27	Complete Genome
Senecio yellow mosaic virus	310103		0	Other	Geminiviridae	2.746	40.3	land plants	 DNA A:NC_006995.1/AJ876550.1	6	6	2005/01/20	2018/08/13	Complete Genome
Banana streak OL virus	328671		0	Other	Caulimoviridae	7.389	41.1	land plants	 Unknown:NC_003381.1/AJ002234.1	3	3	1998/06/02	2018/08/13	Complete Genome
Feline foamy virus	53182		0	Other	Retroviridae	11.7	38.7	vertebrates	NC_039242.1/Y08851.1	5	5	1997/01/08	2018/08/24	Complete Genome
Caprine arthritis encephalitis virus	11660		0	Other	Retroviridae	9.189	41.1	vertebrates	NC_001463.1/M33677.1	5	6	1993/08/02	2018/08/13	Complete Genome
Lactococcus phage BK5-T	31754		0	Other	Siphoviridae	40.003	35	bacteria	 Unknown:NC_002796.1/AF176025.1	63	63	2001/05/26	2020/12/20	Complete Genome
Staphylococcus virus Twort	55510		0	Other	Herelleviridae	130.706	30.3	bacteria	 Unknown:NC_007021.1/AY954970.1	195	195	2005/04/05	2020/12/20	Complete Genome
Torque teno virus 1	687340		0	Other	Anelloviridae	3.852	49.1	human,vertebrates	 Unknown:NC_002076.2/AB041007.1	3	3	1998/03/13	2018/08/13	Complete Genome
Grapevine rupestris stem pitting-associated virus	196400		0	Other	Betaflexiviridae	8.744	42.9	land plants	 Unknown:NC_001948.1/AF057136.1	5	5	1998/09/14	2018/08/13	Complete Genome
Cypovirus 14	205908		0	Other	Reoviridae	25.325	40.2924	invertebrates	 RNA 1:NC_003006.1/AF389452.1;  RNA 2:NC_003007.1/AF389453.1;  RNA 3:NC_003008.1/AF389454.1;  RNA 4:NC_003009.1/AF389455.1;  RNA 5:NC_003010.1/AF389456.1;  RNA 6:NC_003011.1/AF389457.1;  RNA 7:NC_003012.1/AF389458.1;  RNA 8:NC_003013.1/AF389459.1;  RNA 9:NC_003014.1/AF389460.1;  RNA 10:NC_003015.1/AF389461.1	11	11	2001/07/16	2018/08/13	Complete Genome
Pneumonia virus of mice J3666	270473		0	Other	Pneumoviridae	14.885	40.2	vertebrates	 Unknown:NC_006579.1/AY743909.1	11	12	2004/12/25	2020/12/11	Complete Genome
Streptococcus virus 2972	306323		0	Other	Siphoviridae	34.704	40.2	bacteria	 Unknown:NC_007019.1/AY699705.1	44	44	2005/04/11	2020/12/20	Complete Genome
Xanthomonas phage Xp15	322855		0	Other	Siphoviridae	55.77	51.9	bacteria	 Unknown:NC_007024.1/AY986977.1	84	84	2005/04/18	2020/12/20	Complete Genome
Tobacco curly shoot virus	180526		0	Other	Geminiviridae	2.743	41.5	land plants	 DNA A:NC_003722.1/AJ457986.1	6	6	2002/04/23	2018/08/13	Complete Genome
Tobacco leaf curl Yunnan virus	211866		0	Other	Geminiviridae	2.75	42.3	land plants	 DNA A:NC_004356.1/AJ512761.1	6	6	2002/10/25	2018/08/13	Complete Genome
Mungbean yellow mosaic India virus	223287		0	Other	Geminiviridae	5.361	41.7385	land plants	 DNA A:NC_004608.1/AF126406.1;  DNA B:NC_004609.1/AF142440.1	9	9	1999/03/17	2018/08/13	Complete Genome
Staphylococcus virus G1	292029		0	Other	Herelleviridae	138.715	30.4	bacteria	 Unknown:NC_007066.1/AY954969.1	214	214	2005/04/05	2020/12/20	Complete Genome
Staphylococcus phage PT1028	320831		0	unclassified viruses	unclassified	15.603	31.4	bacteria	 Unknown:NC_007045.1/AY954948.1	22	22	2005/04/05	2020/12/20	Complete Genome
Staphylococcus phage 66	320832		0	Other	Podoviridae	18.199	29.3	bacteria	 Unknown:NC_007046.1/AY954949.1	27	27	2005/04/05	2020/12/20	Complete Genome
Staphylococcus virus 187	55511		0	Other	Siphoviridae	39.62	34.3	bacteria	 Unknown:NC_007047.1/AY954950.1	77	77	2005/04/05	2020/12/20	Complete Genome
Staphylococcus phage 2638A	320836		0	Other	Siphoviridae	41.318	36.9	bacteria	 Unknown:NC_007051.1/AY954954.1	57	57	2005/04/05	2020/12/20	Complete Genome
Staphylococcus virus 42e	320837		0	Other	Siphoviridae	45.861	33.7	bacteria	 Unknown:NC_007052.1/AY954955.1	79	79	2005/04/05	2020/12/20	Complete Genome
Staphylococcus virus 3a	215167		0	Other	Siphoviridae	43.095	33.5	bacteria	 Unknown:NC_007053.1/AY954956.1	67	67	2005/04/05	2020/12/20	Complete Genome
Staphylococcus virus 37	320840		0	Other	Siphoviridae	43.681	35.1	bacteria	 Unknown:NC_007055.1/AY954958.1	70	70	2005/04/05	2020/12/20	Complete Genome
Staphylococcus virus EW	320841		0	Other	Siphoviridae	45.286	36	bacteria	 Unknown:NC_007056.1/AY954959.1	77	77	2005/04/05	2020/12/20	Complete Genome
Staphylococcus phage ROSA	320843		0	Other	Siphoviridae	43.155	35.1	bacteria	 Unknown:NC_007058.1/AY954961.1	74	74	2005/04/05	2020/12/20	Complete Genome
Staphylococcus virus 55	320845		0	Other	Siphoviridae	41.902	35.7	bacteria	 Unknown:NC_007060.1/AY954963.1	77	77	2005/04/05	2020/12/20	Complete Genome
Microplitis demolitor bracovirus	53988		0	Other	Polydnaviridae	185.221	34.1371	invertebrates	 A:NC_007028.1/AY842013.1;  B:NC_007029.1/AY848690.1;  E:NC_007030.2/AY875680.2;  C:NC_007031.1/AY875681.1;  F:NC_007032.1/AY875682.1;  D:NC_007033.1/AY875683.1;  G:NC_007034.1/AY875684.1;  H:NC_007035.1/AY875685.1;  J:NC_007036.1/AY875686.1;  K:NC_007037.1/AY875687.1;  M:NC_007038.1/AY875688.1;  N:NC_007039.1/AY875689.1;  L:NC_007040.1/AY875690.1;  I:NC_007041.1/AY887894.1;  O:NC_007044.1/DQ000240.1	60	53	2004/12/25	2018/08/13	Complete Genome
Semliki Forest virus	11033		0	Other	Togaviridae	11.442	53.2	human,invertebrates,vertebrates	 Unknown:NC_003215.1/X04129.1	3	3	1987/03/09	2018/08/13	Complete Genome
Cowpea mosaic virus	12264		0	Other	Secoviridae	9.37	42.2257	land plants	 RNA 1:NC_003549.1/X00206.1;  RNA 2:NC_003550.1/X00729.1	4	5	1985/02/20	2018/08/13	Complete Genome
Yellow fever virus	11089		0	Other	Flaviviridae	10.862	49.7	human,invertebrates,vertebrates	 Unknown:NC_002031.1/X03700.1	1	1	1986/11/18	2019/05/23	Complete Genome
Grapevine chrome mosaic virus	12273		0	Other	Secoviridae	11.653	45.4189	land plants	 RNA 2:NC_003621.1/X15163.1;  RNA 1:NC_003622.1/X15346.1	2	2	1989/11/23	2018/08/13	Complete Genome
Grapevine fanleaf virus	12274		0	Other	Secoviridae	11.116	45.3469	land plants	 RNA 1:NC_003615.1/D00915.1;  RNA 2:NC_003623.1/X16907.1	2	3	1990/08/08	2018/08/13	Complete Genome
Beet ringspot virus	191547		0	Other	Secoviridae	12.024	44.6714	land plants	 RNA 1:NC_003693.1/D00322.1;  RNA 2:NC_003694.1/X04062.1	2	2	1986/11/18	2018/08/13	Complete Genome
Rice yellow mottle virus	31744		0	Other	Solemoviridae	4.449	55.1	land plants	 Unknown:NC_001575.2/AJ608206.1	5	5	1993/09/01	2018/08/13	Complete Genome
Beet yellows virus	12161		0	Other	Closteroviridae	15.48	46	land plants	 Unknown:NC_001598.1/X73476.1	8	8	1993/07/08	2018/08/13	Complete Genome
Blueberry scorch virus	31722		0	Other	Betaflexiviridae	8.512	47.9	land plants	 Unknown:NC_003499.1/L25658.1	6	6	1993/10/28	2018/08/13	Complete Genome
Human rhinovirus A1	573824	PRJNA32533	32533	Other	Picornaviridae	7.137	37.5	human,vertebrates	NC_038311.1/FJ445111.1	1	1	2009/02/13	2018/08/24	Complete Genome
Papaya ringspot virus	12205		0	Other	Potyviridae	10.326	41.8	land plants	NC_001785.1/X67673.1	2	2	1992/12/03	2018/08/13	Complete Genome
Red clover mottle virus	12262		0	Other	Secoviridae	9.576	41.152	land plants	 RNA 2:NC_003738.1/M14913.1;  RNA 1:NC_003741.1/X64886.1	2	2	1989/06/15	2018/08/13	Complete Genome
Turnip yellow mosaic virus	12154		0	Other	Tymoviridae	6.318	56.5	land plants	 Unknown:NC_004063.1/X07441.1	3	3	1988/11/22	2018/08/13	Complete Genome
Bean pod mottle virus	12260		0	Other	Secoviridae	9.657	38.4654	land plants	 RNA 2:NC_003495.1/M62738.1;  RNA 1:NC_003496.1/U70866.1	2	2	1991/04/04	2018/08/13	Complete Genome
Pea seed-borne mosaic virus	12208		0	Other	Potyviridae	9.924	41.9	land plants	NC_001671.1/D10930.1	2	2	1993/04/29	2018/08/13	Complete Genome
Enterovirus D	138951		0	Other	Picornaviridae	7.39	42.8	human	 Unknown:NC_001430.1/D00820.1	1	1	1993/04/29	2018/08/13	Complete Genome
Plum pox virus	12211		0	Other	Potyviridae	9.975	43.1	land plants	JQ794501.1	-	1	2012/05/16	2012/05/16	Complete Genome
Parsnip yellow fleck virus	12777		0	Other	Secoviridae	9.871	43.4	land plants	 Unknown:NC_003628.1/D14066.1	1	1	1993/04/29	2018/08/13	Complete Genome
Tomato ringspot virus	12280		0	Other	Secoviridae	15.485	47.1921	land plants	 RNA 2:NC_003839.2/D12477.2;  RNA 1:NC_003840.1/L19655.1	2	2	1993/04/29	2018/08/13	Complete Genome
Cowpea severe mosaic virus	12261		0	Other	Secoviridae	9.689	41.6837	land plants	 RNA 2:NC_003544.1/M83309.1;  RNA 1:NC_003545.1/M83830.1	2	2	1992/07/28	2018/08/13	Complete Genome
Venezuelan equine encephalitis virus	11036		0	Other	Togaviridae	11.311	50.4	human,invertebrates,vertebrates	AF075255.1	-	2	1999/02/10	1999/02/10	Complete Genome
Powassan virus	11083		0	Other	Flaviviridae	10.839	53.3	human,invertebrates,vertebrates	 Unknown:NC_003687.1/L06436.1	1	1	1993/06/14	2019/05/23	Complete Genome
Bovine viral diarrhea virus 1	11099		0	Other	Flaviviridae	12.573	45.8	human,vertebrates	 Unknown:NC_001461.1/M31182.1	1	1	1990/03/15	2018/08/13	Complete Genome
Encephalomyocarditis virus	12104		0	Other	Picornaviridae	7.835	49.5	human,vertebrates	 Unknown:NC_001479.1/M81861.1	2	2	1992/02/25	2018/08/13	Complete Genome
Hepatovirus A	12092		0	Other	Picornaviridae	7.478	37.9	human,vertebrates	 Unknown:NC_001489.1/M14707.1	3	2	1987/12/31	2018/08/13	Complete Genome
Rhinovirus B14	12131		0	Other	Picornaviridae	7.212	40.6	human	 Unknown:NC_001490.1/K02121.1	1	1	1985/09/03	2018/08/13	Complete Genome
Japanese encephalitis virus	11072		0	Other	Flaviviridae	10.976	51.4	human,invertebrates,vertebrates	 Unknown:NC_001437.1/M18370.1	2	2	1993/08/02	2019/05/24	Complete Genome
Pepper mottle virus	12209		0	Other	Potyviridae	9.64	41.3	land plants	NC_001517.1/M96425.1	2	2	1992/12/18	2018/08/13	Complete Genome
Rabbit hemorrhagic disease virus	11976		0	Other	Caliciviridae	7.437	50.2	vertebrates	 Unknown:NC_001543.1/M67473.1	2	2	1992/05/22	2018/08/13	Complete Genome
Ross River virus	11029		0	Other	Togaviridae	11.948	51	human,invertebrates,vertebrates	GQ433354.1	-	2	2009/09/15	2009/12/24	Complete Genome
Sindbis virus	11034		0	Other	Togaviridae	11.703	50.9	human,invertebrates,vertebrates	 Unknown:NC_001547.1/J02363.1	4	4	1985/03/15	2018/08/13	Complete Genome
Malvastrum yellow vein betasatellite	221036		0	Other	Tolecusatellitidae	1.348	42.1	land plants	 Unknown:NC_004733.1/AJ421482.1	1	1	2003/01/20	2018/08/13	Complete Genome
Tomato yellow leaf curl China virus	185793		0	Other	Geminiviridae	2.734	42	land plants	 DNA A:NC_004044.1/AF311734.1	6	6	2000/10/29	2018/08/13	Complete Genome
African green monkey polyomavirus	12480		0	Other	Polyomaviridae	5.27	40.9	vertebrates	 Unknown:NC_004763.2/K02562.2	5	5	1985/10/01	2018/08/13	Complete Genome
UR2 sarcoma virus	354090		0	Other	Retroviridae	3.166	47.9	vertebrates	 Unknown:NC_001618.1/M10455.1	2	2	1993/04/27	2018/08/13	Complete Genome
Adeno-associated virus - 1	85106		0	Other	Parvoviridae	4.718	56.5	human,vertebrates	 Unknown:NC_002077.1/AF063497.1	2	2	1999/04/27	2018/08/13	Complete Genome
Potato virus M	12167		0	Other	Betaflexiviridae	8.533	48.6	land plants	 Unknown:NC_001361.2/D14449.2	6	6	1993/04/29	2018/08/13	Complete Genome
Tobacco etch virus	12227		0	Other	Potyviridae	9.494	43.2	land plants	NC_001555.1/M11458.1	2	2	1986/08/04	2018/08/13	Complete Genome
Cell fusing agent virus	31658		0	Other	Flaviviridae	10.682	51	invertebrates	NC_001564.2/KJ741267.1	1	1	1993/08/03	2018/08/13	Complete Genome
Potato virus Y	12216		0	Other	Potyviridae	9.698	42.2	land plants	U09509.1	-	1	1994/12/15	1997/03/27	Complete Genome
Southern cowpea mosaic virus	196398		0	Other	Solemoviridae	4.193	51.5	land plants	 Unknown:NC_001625.2/	5	5	1993/08/04	2018/08/13	Complete Genome
Rice tungro spherical virus	35287		0	Other	Secoviridae	12.226	45.7	land plants	 Unknown:NC_001632.1/M95497.1	1	1	1993/08/03	2018/08/13	Complete Genome
Bean common mosaic necrosis virus	43240		0	Other	Potyviridae	9.612	42.2	land plants	NC_004047.1/U19287.1	2	2	1995/01/19	2018/08/13	Complete Genome
Citrus tristeza virus	12162		0	Other	Closteroviridae	19.296	45.3	land plants	 Unknown:NC_001661.1/U16304.1	11	11	1995/05/16	2018/08/13	Complete Genome
Tick-borne encephalitis virus	11084		0	Other	Flaviviridae	11.141	53.8	human,invertebrates,vertebrates	 Unknown:NC_001672.1/U27495.1	1	1	1995/09/05	2019/05/23	Complete Genome
Brome streak mosaic virus	42631		0	Other	Potyviridae	9.672	46.6	land plants	 Unknown:NC_003501.1/Z48506.1	2	2	1995/09/20	2018/08/13	Complete Genome
Lucerne transient streak virus	12470		0	Other	Solemoviridae	4.275	49	land plants	U31286.1	-	5	1995/10/27	1995/08/15	Complete Genome
Ryegrass mosaic virus	40666		0	Other	Potyviridae	9.535	46.3	land plants	 Unknown:NC_001814.1/Y09854.1	2	2	1997/05/31	2018/08/13	Complete Genome
Maize chlorotic dwarf virus	51354		0	Other	Secoviridae	11.832	42.2	land plants	 Unknown:NC_003626.1/U67839.1	1	1	1997/06/06	2018/08/13	Complete Genome
Little cherry virus 1	217686		0	Other	Closteroviridae	16.934	35.3	land plants	 Unknown:NC_001836.1/Y10237.1	8	8	1997/09/12	2018/08/13	Complete Genome
Sweet potato feathery mottle virus	12844		0	Other	Potyviridae	10.82	42.1	land plants	NC_001841.1/D86371.1	3	3	1997/10/13	2018/08/13	Complete Genome
Tobacco vein mottling virus	12228		0	Other	Potyviridae	9.475	42	land plants	NC_001768.1/X04083.1	2	2	1987/03/09	2018/08/13	Complete Genome
Johnsongrass mosaic virus	31742		0	Other	Potyviridae	9.779	42.1	land plants	NC_003606.1/Z26920.1	2	2	1993/10/14	2018/08/13	Complete Genome
Sweet potato mild mottle virus	41459		0	Other	Potyviridae	10.818	42.7	land plants	 Unknown:NC_003797.1/Z73124.1	2	2	1997/01/08	2018/08/13	Complete Genome
Oat blue dwarf virus	56879		0	Other	Tymoviridae	6.509	62.6	land plants	 Unknown:NC_001793.1/U87832.1	2	2	1997/02/19	2018/08/13	Complete Genome
Lettuce mosaic virus	12202		0	Other	Potyviridae	10.08	44.9	land plants	NC_003605.1/X97705.1	2	2	1996/05/14	2018/08/13	Complete Genome
Louping ill virus	11086		0	Other	Flaviviridae	10.871	54.9	human,invertebrates,vertebrates	 Unknown:NC_001809.1/Y07863.1	1	1	1997/04/29	2019/05/23	Complete Genome
Enterovirus E	12064		0	Other	Picornaviridae	7.414	49.3	vertebrates	 Unknown:NC_001859.1/D00214.1	1	1	1993/04/29	2018/08/13	Complete Genome
Peanut mottle virus	33763		0	Other	Potyviridae	9.709	42	land plants	NC_002600.1/AF023848.1	2	2	1998/01/02	2018/08/13	Complete Genome
Clover yellow vein virus	12198		0	Other	Potyviridae	9.584	40.9	land plants	NC_003536.1/AB011819.1	2	2	1998/03/14	2018/08/13	Complete Genome
Wheat streak mosaic virus	31741		0	Other	Potyviridae	9.384	44.6	land plants	 Unknown:NC_001886.1/AF057533.1	2	2	1998/04/15	2018/08/13	Complete Genome
Maize dwarf mosaic virus	12203		0	Other	Potyviridae	9.515	40.6	land plants	NC_003377.1/AJ001691.1	2	2	1998/05/06	2018/08/13	Complete Genome
Southern bean mosaic virus	12139		0	Other	Solemoviridae	4.136	49.8	land plants	AF055887.1	-	4	1998/05/09	2001/08/03	Complete Genome
Wheat yellow mosaic virus	75746		0	Other	Potyviridae	11.295	48.3056	land plants	 RNA 1:NC_002350.1/D86634.1;  RNA 2:NC_002349.1/D86635.1	3	3	1998/06/11	2018/08/13	Complete Genome
Tremovirus A	70796		0	Other	Picornaviridae	7.055	44.7	vertebrates	 Unknown:NC_003990.1/AJ225173.1	1	1	1998/12/02	2018/08/13	Complete Genome
Barley yellow mosaic virus	12465		0	Other	Potyviridae	11.219	46.2789	land plants	 RNA 1:NC_002990.1/AJ132268.1;  RNA 2:NC_002991.1/AJ132269.1	3	3	1999/01/28	2018/08/13	Complete Genome
Sugarcane yellow leaf virus	94290		0	Other	Luteoviridae	5.899	50.1	land plants	 Unknown:NC_000874.1/AF157029.1	4	6	1999/07/28	2018/08/13	Complete Genome
Hepatitis GB virus B	39113		0	Other	Flaviviridae	9.399	50.6	human,vertebrates	NC_001655.1/AF179612.1	1	1	1999/10/07	2019/05/23	Complete Genome
Japanese yam mosaic virus	79917		0	Other	Potyviridae	9.76	41.2	land plants	NC_000947.1/AB027007.1	2	2	1999/11/09	2018/08/13	Complete Genome
Poinsettia mosaic virus	113553		0	Other	Tymoviridae	6.099	56	land plants	 Unknown:NC_002164.1/AJ271595.1	2	2	2000/01/28	2018/08/13	Complete Genome
Apple latent spherical virus	101688		0	Other	Secoviridae	10.196	40.7302	-	 RNA 1:NC_003787.1/AB030940.1;  RNA 2:NC_003788.1/AB030941.1	2	2	2000/02/18	2018/08/13	Complete Genome
Rio Bravo virus	64285		0	Other	Flaviviridae	10.14	43.2	-	 Unknown:NC_003675.1/AF144692.1	1	1	2000/03/03	2019/05/23	Complete Genome
Apoi virus	64280		0	Other	Flaviviridae	10.116	48.4	-	 Unknown:NC_003676.1/AF160193.1	1	1	2000/05/19	2019/05/23	Complete Genome
Langat virus	11085		0	Other	Flaviviridae	10.943	54.3	human,invertebrates,vertebrates	 Unknown:NC_003690.1/AF253419.1	1	1	2000/06/11	2019/05/23	Complete Genome
Simian enterovirus SV4	442851		0	Other	Picornaviridae	7.295	45	vertebrates	NC_038309.1/AF326759.2	1	1	2002/01/31	2019/06/04	Complete Genome
Soybean mosaic virus	12222		0	Other	Potyviridae	9.588	42	land plants	NC_002634.1/D00507.2	2	2	1993/04/29	2018/08/13	Complete Genome
Potato virus V	40640		0	Other	Potyviridae	9.848	42.9	land plants	NC_004010.1/AJ243766.2	2	2	2000/02/21	2018/08/13	Complete Genome
Broad bean wilt virus 2	76875		0	Other	Secoviridae	9.558	42.7113	land plants	 RNA 1:NC_003003.1/AF225953.1;  RNA 2:NC_003004.1/AF225954.1	2	2	2001/03/31	2018/08/13	Complete Genome
Maize rayado fino virus	59749		0	Other	Tymoviridae	6.366	61.7	land plants	 Unknown:NC_002786.2/AF265566.2	2	2	2001/05/14	2020/10/13	Complete Genome
Aconitum latent virus	101764		0	Other	Betaflexiviridae	8.657	47	land plants	 Unknown:NC_002795.1/AB051848.1	6	6	2001/05/29	2018/08/13	Complete Genome
Equine arteritis virus	11047		0	Other	Arteriviridae	12.704	51.7	vertebrates	 Unknown:NC_002532.2/X53459.3	9	10	1991/07/16	2018/08/13	Complete Genome
Squash mosaic virus	12263		0	Other	Secoviridae	9.219	42.5089	land plants	 RNA 1:NC_003799.1/AB054688.1;  RNA 2:NC_003800.1/AB054689.1	2	2	2001/07/20	2018/08/13	Complete Genome
Alkhumra hemorrhagic fever virus	172148		0	Other	Flaviviridae	10.685	54.1	human,invertebrates,vertebrates	 Unknown:AF331718.1	-	1	2001/09/29	2005/04/25	Complete Genome
Dasheen mosaic virus	29271		0	Other	Potyviridae	10.038	42.9	land plants	NC_003537.1/AJ298033.1	2	2	2001/10/10	2018/08/13	Complete Genome
Zucchini yellow mosaic virus	12232		0	Other	Potyviridae	9.591	43.2	land plants	NC_003224.1/AF127929.2	2	2	1999/07/20	2018/08/13	Complete Genome
Oat mosaic virus	157837		0	Other	Potyviridae	9.834	46.8716	land plants	 RNA 1:NC_004016.1/AJ306718.1;  RNA 2:NC_004017.1/AJ306719.1	3	3	2002/02/05	2018/08/13	Complete Genome
Mayaro virus	59301		0	Other	Togaviridae	11.411	50.4	human,invertebrates,vertebrates	 Unknown:NC_003417.1/AF237947.1	4	4	2002/02/22	2018/08/13	Complete Genome
Modoc virus	64300		0	Other	Flaviviridae	10.6	45.5	-	 Unknown:NC_003635.1/AJ242984.1	1	1	2002/02/23	2019/05/23	Complete Genome
Cowpea aphid-borne mosaic virus	12199		0	Other	Potyviridae	9.465	42	land plants	NC_004013.1/AF348210.1	2	2	2002/03/02	2018/08/13	Complete Genome
Barley mild mosaic virus	12466		0	Other	Potyviridae	10.786	48.9861	land plants	 RNA 2:NC_003482.1/X90904.1;  RNA 1:NC_003483.1/Y10973.1	3	3	1996/01/06	2018/08/13	Complete Genome
Bean yellow mosaic virus	12197		0	Other	Potyviridae	9.532	41.2	land plants	NC_003492.1/D83749.1	2	2	1996/03/08	2018/08/13	Complete Genome
Sesbania mosaic virus	12558		0	Other	Solemoviridae	4.148	50.2	-	 Unknown:NC_002568.2/AY004291.2	5	5	2000/07/07	2018/08/13	Complete Genome
Hop latent virus	104263		0	Other	Betaflexiviridae	8.612	47.8	land plants	 Unknown:NC_002552.1/AB032469.1	6	6	2000/09/20	2018/08/13	Complete Genome
Ryegrass mottle virus	119910		0	Other	Solemoviridae	4.21	53.5	land plants	AB040446.1	4	4	2000/10/03	2001/03/17	Complete Genome
Potato virus A	12215		0	Other	Potyviridae	9.585	42.5	land plants	NC_004039.1/AJ296311.1	2	2	2000/11/27	2018/08/13	Complete Genome
Rotavirus A	28875		0	Other	Reoviridae	18.562	33.7338	human,vertebrates	 5:NC_011500.2/DQ838599.2;  7:NC_011501.2/DQ838610.2;  8:NC_011502.2/DQ838615.2;  9:NC_011503.2/DQ838620.2;  10:NC_011504.2/DQ838625.2;  11:NC_011505.2/DQ838630.2;  2:NC_011506.2/DQ838635.2;  1:NC_011507.2/DQ838640.2;  3:NC_011508.2/DQ838645.2;  6:NC_011509.2/DQ838650.2;  4:NC_011510.2/DQ841262.2	12	12	2007/01/30	2018/08/13	Complete Genome
Burkholderia virus phi52237	332032		0	Other	Myoviridae	37.639	64.8	bacteria	 Unknown:NC_007145.2/DQ087285.2	47	47	2005/06/10	2020/12/20	Complete Genome
