#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession	Reference	FTP Path	Pubmed ID	Strain
Candidatus Paraburkholderia kirkii	198822	PRJNA253356	253356	Proteobacteria	Betaproteobacteria	3.91471	64	-	LFKV01	48	4856	2325	2015/07/30	2015/07/30	Contig	University of Zurich	SAMN03777306	GCA_001189345.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/189/345/GCA_001189345.1_ASM118934v1	-	UZHbot2
Acetobacteraceae bacterium AT-5844	1054213	PRJNA70153	70153	Proteobacteria	Alphaproteobacteria	5.19055	67	-	AGEZ01	157	5337	5289	2011/12/16	2013/08/20	Scaffold	Washington University Genome Center	SAMN02299459	GCA_000245075.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/245/075/GCA_000245075.1_ASM24507v1	-	-
Candidatus Streptomyces philanthi	371608	PRJNA37727	37727	Terrabacteria group	Actinobacteria	7.3419	72.4	chromosome:CP073042.1	-	1	-	-	2021/04/21	2021/04/21	Complete Genome	University of Utah	SAMN18685693	GCA_018114805.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/114/805/GCA_018114805.1_ASM1811480v1	-	23Af2
Caldisphaera lagunensis DSM 15908	1056495	PRJNA70815	70815	TACK group	Crenarchaeota	1.54685	30	chromosome:NC_019791.1/CP003378.1	-	1	1561	1492	2012/12/10	2020/06/22	Complete Genome	JGI	SAMN02261426	GCA_000317795.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/795/GCA_000317795.1_ASM31779v1	-	DSM 15908
Brachybacterium paraconglomeratum	173362	PRJNA480064	480064	Terrabacteria group	Actinobacteria	3.78383	72.2	-	QOCI01	30	3396	3249	2018/12/10	2021/03/07	Scaffold	Xinjiang Normal University	SAMN09625555	GCA_003994255.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/994/255/GCA_003994255.1_ASM399425v1	-	KCTC 9916
Weissella thailandensis	89061	PRJDB7793	511417	Terrabacteria group	Firmicutes	1.97461	38.7	-	BJEC01	43	2027	1882	2019/03/29	2020/06/29	Scaffold	Northeast Agricultural University	SAMD00164319	GCA_005405465.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/405/465/GCA_005405465.1_ASM540546v1	-	JCM 10695
Enterococcus mundtii	53346	PRJNA353761	353761	Terrabacteria group	Firmicutes	3.50453	38.2237	chromosome:NZ_CP018061.1/CP018061.1; plasmid pLDW-8:NZ_CP018062.1/CP018062.1	-	2	3241	3083	2017/12/07	2020/12/25	Complete Genome	Kyungpook National University	SAMN06020033	GCA_002813755.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/813/755/GCA_002813755.1_ASM281375v1	-	DSM 4838
Halomonas boliviensis LC1	1072583	PRJNA71239	71239	Proteobacteria	Gammaproteobacteria	4.20824	54.6	-	AGQZ01	21	3818	3652	2011/11/21	2020/04/04	Scaffold	San Simon University	SAMN02471366	GCA_000236035.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/035/GCA_000236035.1_KUC0.1	-	LC1
Candidatus Haloredivivus sp. G17	1072681	PRJNA71229	71229	Euryarchaeota	Stenosarchaea group	1.1986	42	-	AGNT01	448	2259	2228	2011/11/25	2015/07/29	Contig	Evolutionary Genomics Group, Laboratorio de Microbiologia, Universidad Miguel Hernandez, San Juan de Alicante, Alicante, Spain	SAMN02469764	GCA_000236195.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/195/GCA_000236195.2_ASM23619v1	-	G17
Halostagnicola larsenii XH-48	797299	PRJNA71415	71415	Euryarchaeota	Stenosarchaea group	4.13118	60.8653	chromosome:NZ_CP007055.1/CP007055.1; plasmid unnamed:NZ_CP007056.1/CP007056.1; plasmid unnamed2:NZ_CP007057.1/CP007057.1; plasmid unnamed3:NZ_CP007058.1/CP007058.1; plasmid unnamed4:NZ_CP007059.1/CP007059.1	-	5	4045	3905	2014/01/13	2021/03/12	Complete Genome	JGI	SAMN00117518	GCA_000517625.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/625/GCA_000517625.1_ASM51762v1	-	XH-48
Gordonia araii NBRC 100433	1073574	PRJNA622446	622446	Terrabacteria group	Actinobacteria	3.91112	68	-	JABELY01	56	3778	3651	2020/05/10	2020/05/12	Contig	Bacterial Special Pathogens Branch (CDC)	SAMN14517868	GCA_013004535.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/004/535/GCA_013004535.1_ASM1300453v1	-	IFM 10211
Bacillus aquimaris TF-12	1073842	PRJNA71387	71387	Terrabacteria group	Firmicutes	4.03545	37.3	-	LQXM01	30	4110	3955	2016/05/19	2020/12/13	Contig	Cinvestav-Irapuato	SAMN04403367	GCA_001648555.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/555/GCA_001648555.1_ASM164855v1	-	TF12
Legionella anisa	28082	PRJNA472696	472696	Proteobacteria	Gammaproteobacteria	4.36228	38.2261	chromosome:NZ_CP029563.1/CP029563.1; plasmid p3A1:NZ_CP029564.1/CP029564.1; plasmid p3A2:NZ_CP029565.1/CP029565.1	-	3	3855	3672	2018/05/30	2021/02/16	Chromosome	UMCG	SAMN09241230	GCA_003176875.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/176/875/GCA_003176875.1_ASM317687v1	-	UMCG_3A
Clostridium cadaveris	1529	PRJEB22142	414999	Terrabacteria group	Firmicutes	3.46025	31.2	-	OBJM01	46	3368	3212	2017/10/19	2021/03/19	Contig	Quadram Institute Bioscience	SAMEA104287970	GCA_900217165.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/217/165/GCA_900217165.1_ASM90021716v1	-	LH052
Paenibacillus barengoltzii G22	1235795	PRJNA175987	175987	Terrabacteria group	Firmicutes	4.78123	51.9	-	ASSZ01	5	4355	4185	2013/05/29	2020/04/06	Scaffold	Broad Institute	SAMN01730996	GCA_000403375.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/403/375/GCA_000403375.2_Paen_bare_G22_V1	-	G22
Blattabacterium punctulatus	164514	PRJNA474689	474689	FCB group	Bacteroidetes/Chlorobi group	0.614315	23.8	chromosome:NZ_CP029811.1/CP029811.1	-	1	595	542	2018/06/14	2021/01/19	Complete Genome	Okinawa Institute of Science and Technology	SAMN09370092	GCA_003226715.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/226/715/GCA_003226715.1_ASM322671v1	29860278	CPUpc
Bacillus horikoshii	79883	PRJNA561254	561254	Terrabacteria group	Firmicutes	4.12441	40.6	-	VTEU01	24	4206	4065	2019/09/01	2020/09/02	Contig	Cinvestav	SAMN12612701	GCA_008180845.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/180/845/GCA_008180845.1_ASM818084v1	-	CH88_3T
Bacillus mojavensis	72360	PRJNA616328	616328	Terrabacteria group	Firmicutes	4.03112	43.8	chromosome:NZ_CP051464.1/CP051464.1	-	1	4182	3962	2020/04/22	2020/04/23	Complete Genome	University of Pretoria	SAMN14479759	GCA_012648005.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/648/005/GCA_012648005.1_ASM1264800v1	-	UCMB5075
Gordonia amarae NBRC 15530	1075090	PRJNA71719	71719	Terrabacteria group	Actinobacteria	5.30638	67.4	-	BAED01	83	4724	4538	2011/11/19	2020/05/12	Contig	National Institute of Technology and Evaluation	SAMD00041822	GCA_000241345.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/241/345/GCA_000241345.2_ASM24134v2	-	NBRC 15530
Streptococcus lutetiensis	150055	PRJEB6403	251923	Terrabacteria group	Firmicutes	1.79352	37.7	chromosome 1:NZ_LS483403.1/LS483403.1	-	1	1789	1572	2018/06/17	2021/03/11	Complete Genome	Wellcome Sanger Institute	SAMEA3905384	GCA_900475675.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/675/GCA_900475675.1_45473_D02	-	NCTC13774
Saccharomonospora iraqiensis IQ-H1	882080	PRJNA72401	72401	Terrabacteria group	Actinobacteria	3.89597	71	-	AICW01	139	4100	3653	2013/07/15	2021/01/03	Scaffold	Joint Genome Institute	SAMN02441411	GCA_000430445.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/445/GCA_000430445.1_ASM43044v1	-	IQ-H1
Thermoplasmatales archaeon BRNA1	1054217	PRJNA68695	68695	Candidatus Thermoplasmatota	Thermoplasmata	1.46111	58.3	chromosome:CP002916.1	-	1	1577	1528	2013/04/02	2014/01/30	Complete Genome	CSIRO Livestock Industries	SAMN02603168	GCA_000350305.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/305/GCA_000350305.1_ASM35030v1	-	BRNA1
Mycolicibacterium thermoresistibile	1797	PRJEB6403	251923	Terrabacteria group	Actinobacteria	4.95069	69	chromosome 1:NZ_LT906483.1/LT906483.1	-	1	4693	4517	2017/08/15	2020/12/14	Complete Genome	Wellcome Sanger Institute	SAMEA4412656	GCA_900187065.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/065/GCA_900187065.1_50465_H02	-	NCTC10409
Herbaspirillum rubrisubalbicans M1	1078773	PRJNA72471	72471	Proteobacteria	Betaproteobacteria	5.61126	61.5	chromosome:NZ_CP013737.1/CP013737.1	-	1	4904	4773	2016/01/04	2020/12/12	Complete Genome	National Institute of Science and Technology of Biological Nitrogen Fixation/Federal University of ParanÃ¡	SAMN04334956	GCA_001483945.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/483/945/GCA_001483945.1_ASM148394v1	-	M1
Leucobacter chromiiresistens	1079994	PRJEB15841	347798	Terrabacteria group	Actinobacteria	3.215	70.3	-	FNKB01	2	3003	2901	2016/10/20	2020/07/04	Contig	DOE - JOINT GENOME INSTITUTE	SAMN04488565	GCA_900102345.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/345/GCA_900102345.1_IMG-taxon_2639762569_annotated_assembly	-	DSM 22788
Hungateiclostridium clariflavum DSM 19732	720554	PRJNA72805	72805	Terrabacteria group	Firmicutes	4.89768	35.7	chromosome:NC_016627.1/CP003065.1	-	1	4199	3920	2011/12/12	2020/06/13	Complete Genome	JGI	SAMN02261428	GCA_000237085.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/085/GCA_000237085.1_ASM23708v1	22675603	DSM 19732
Methylocapsa acidiphila B2	395964	PRJNA72841	72841	Proteobacteria	Alphaproteobacteria	4.10343	61.8	-	ATYA01	2	3673	3513	2013/07/15	2020/12/16	Scaffold	Joint Genome Institute	SAMN02441570	GCA_000427445.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/445/GCA_000427445.1_ASM42744v1	-	B2
Treponema pectinovorum	164	PRJEB27760	559304	Spirochaetes	Spirochaetia	2.22403	37.1	-	UFQO01	10	1926	1867	2019/08/15	2020/08/28	Contig	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA4789890	GCA_900497595.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/497/595/GCA_900497595.1_PRJEB27760	-	Marseille-3-CSURP7641
Prevotella pleuritidis F0068	1081904	PRJNA72901	72901	FCB group	Bacteroidetes/Chlorobi group	2.70996	45	-	AWET01	51	2265	2150	2013/09/16	2020/12/08	Contig	J. Craig Venter Institute	SAMN02436482	GCA_000468135.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/135/GCA_000468135.1_PpleuF0068v1.0	-	F0068
Pelagibacterium halotolerans	531813	PRJNA629485	629485	Proteobacteria	Alphaproteobacteria	3.9623	61.4	chromosome:NZ_CP053086.1/CP053086.1	-	1	3866	3775	2020/05/10	2020/05/11	Complete Genome	China Agricultural University	SAMN14777006	GCA_013004005.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/004/005/GCA_013004005.1_ASM1300400v1	-	ANSP101
Mesorhizobium amorphae CCNWGS0123	1082933	PRJNA318467	318467	Proteobacteria	Alphaproteobacteria	7.34395	62.8379	chromosome:NZ_CP015318.1/CP015318.1; plasmid pM0123a:NZ_CP015319.1/CP015319.1; plasmid pM0123b:NZ_CP015320.1/CP015320.1; plasmid pM0123c:NZ_CP015321.1/CP015321.1; plasmid pM0123d:NZ_CP015322.1/CP015322.1	-	5	6920	6592	2016/07/18	2021/03/05	Complete Genome	State Key Laboratory of Soil Erosion and Dryland Farming on the Loess Plateau	SAMN04853078	GCA_001686985.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/985/GCA_001686985.1_ASM168698v1	-	CCNWGS0123
Flavobacterium frigoris	229204	PRJEB17009	351160	FCB group	Bacteroidetes/Chlorobi group	4.04571	34.2	-	FOFZ01	63	3529	3418	2016/10/29	2020/06/21	Scaffold	DOE - JOINT GENOME INSTITUTE	SAMN05444355	GCA_900111075.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/075/GCA_900111075.1_IMG-taxon_2693429909_annotated_assembly	-	DSM 15719
Francisella persica ATCC VR-331	1086726	PRJNA287166	287166	Proteobacteria	Gammaproteobacteria	1.51668	31.4	chromosome:NZ_CP012505.1/CP012505.1	-	1	1384	1086	2015/08/27	2020/11/03	Complete Genome	University of Nebraska	SAMN03777003	GCA_001275365.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/275/365/GCA_001275365.1_ASM127536v1	26747442	FSC845
Methanocella conradii HZ254	1041930	PRJNA73221	73221	Euryarchaeota	Stenosarchaea group	2.37844	52.7	chromosome:NC_017034.1/CP003243.1	-	1	2562	2482	2012/03/07	2021/01/31	Complete Genome	China Agricultural University	SAMN02603117	GCA_000251105.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/251/105/GCA_000251105.1_ASM25110v1	22530002,22493204,25727385	HZ254
Aquimarina agarilytica ZC1	620914	PRJNA73229	73229	FCB group	Bacteroidetes/Chlorobi group	4.25707	32.8	-	AHHE02	89	3547	3453	2012/02/21	2020/12/18	Scaffold	Shantou University	SAMN02470972	GCA_000255455.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/455/GCA_000255455.1_ASM25545v1	22535944	ZC1
Mycolicibacterium mageritense	53462	PRJDB7717	594871	Terrabacteria group	Actinobacteria	8.00672	66.9	chromosome:NZ_AP022567.1/AP022567.1	-	1	7772	7560	2020/02/06	2020/12/15	Complete Genome	Department of Infection Metagenomics, Osaka University	SAMD00153174	GCA_010727475.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/727/475/GCA_010727475.1_ASM1072747v1	31287781	JCM 12375
Exiguobacterium antarcticum DSM 14480	1397700	PRJNA218049	218049	Terrabacteria group	Firmicutes	3.21948	47.1	-	JMKS01	7	3324	3153	2014/05/08	2021/01/24	Contig	DOE Joint Genome Institute	SAMN02743349	GCA_000685865.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/685/865/GCA_000685865.1_ASM68586v1	25323723	DSM 14480
Mycoplasma wenyonii str. Massachusetts	1197325	PRJNA168067	168067	Terrabacteria group	Tenericutes	0.650228	33.9	chromosome:NC_018149.1/CP003703.1	-	1	729	679	2012/07/16	2021/02/07	Complete Genome	Purdue University	SAMN02603734	GCA_000277795.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/795/GCA_000277795.1_ASM27779v1	22965086	Massachusetts
Carnobacterium maltaromaticum	2751	PRJNA399176	399176	Terrabacteria group	Firmicutes	3.53108	34.4	-	NRPS01	21	3273	3168	2019/04/02	2021/02/08	Contig	Agriculture and Agri-Food Canada	SAMN07534346	GCA_004564725.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/564/725/GCA_004564725.1_ASM456472v1	30081251	A17
Paenibacillus peoriae KCTC 3763	1087481	PRJNA73251	73251	Terrabacteria group	Firmicutes	5.77199	46.4	-	AGFX01	49	5148	4921	2011/12/05	2021/03/10	Scaffold	Korea Research Institute of Bioscience & Biotechnology	SAMN02470185	GCA_000236805.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/805/GCA_000236805.2_PPe03	-	KCTC 3763
Francisella noatunensis	657445	PRJNA657836	657836	Proteobacteria	Gammaproteobacteria	1.75635	32.4	-	JACVKS01	190	1769	1437	2021/01/11	2021/01/14	Scaffold	Northern Arizona University	SAMN16048021	GCA_016605205.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/605/205/GCA_016605205.1_ASM1660520v1	-	FSC1145
Commensalibacter intestini A911	1088868	PRJNA73359	73359	Proteobacteria	Alphaproteobacteria	2.45478	36.8	-	AGFR01	26	2278	2189	2011/10/21	2020/05/12	Contig	Seoul National University, Republic of Korea	SAMN02470916	GCA_000231445.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/231/445/GCA_000231445.2_ASM23144v1	-	A911
Gluconobacter morbifer G707	1088869	PRJNA73361	73361	Proteobacteria	Alphaproteobacteria	2.88706	59	-	AGQV01	19	2724	2593	2011/11/04	2020/06/19	Contig	Seoul National University, Republic of Korea	SAMN02470912	GCA_000234355.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/234/355/GCA_000234355.2_ASM23435v1	-	G707
Francisella hispaniensis	622488	PRJNA62753	62753	Proteobacteria	Gammaproteobacteria	1.94531	32.3	chromosome:NC_017449.1/CP002558.1	-	1	1878	1802	2011/04/08	2021/03/05	Complete Genome	LANL	SAMN02603514	GCA_000195555.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/555/GCA_000195555.1_ASM19555v1	-	3523
Piscirickettsia salmonis	1238	PRJNA306730	306730	Proteobacteria	Gammaproteobacteria	3.5156	39.8346	chromosome 1:NZ_CP013816.1/CP013816.1; plasmid p1PS10:NZ_CP013817.1/CP013817.1; plasmid p2PS10:NZ_CP013818.1/CP013818.1; plasmid p3PS10:NZ_CP013819.1/CP013819.1; plasmid p4PS10:NZ_CP013820.1/CP013820.1	-	5	3655	3302	2016/09/26	2020/12/25	Complete Genome	ADL Diagnostic Chile Ltda	SAMN04376258	GCA_001746795.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/795/GCA_001746795.1_ASM174679v1	-	AY3800B
Fangia hongkongensis FSC776 = DSM 21703	1089439	PRJNA165251	165251	Proteobacteria	Gammaproteobacteria	2.94674	37.9	-	ARAW01	37	2766	2679	2013/04/22	2021/02/28	Scaffold	DOE Joint Genome Institute	SAMN02256423	GCA_000379445.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/379/445/GCA_000379445.1_ASM37944v1	-	DSM 21703
Endozoicomonas elysicola	305900	PRJNA252578	252578	Proteobacteria	Gammaproteobacteria	5.60637	46.8	-	JOJP01	2	4710	4526	2014/06/23	2021/01/24	Scaffold	Woods Hole Oceanographic Institution	SAMN02851610	GCA_000710775.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/710/775/GCA_000710775.1_ASM71077v1	25125646	DSM 22380
Methylotuvimicrobium alcaliphilum 20Z	1091494	PRJEA73721	73721	Proteobacteria	Gammaproteobacteria	4.79671	48.7	chromosome:NC_016112.1/FO082060.1; plasmid MEALZ_p:NC_016108.1/FO082061.1	-	2	4059	3914	2011/10/14	2021/03/19	Complete Genome	CEA/DSV/IG/Genoscope	SAMEA3283107	GCA_000968535.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/535/GCA_000968535.1_ASM96853v1	22207753	20Z
Streptomyces xiamenensis	408015	PRJNA73797	73797	Terrabacteria group	Actinobacteria	5.9614	72	chromosome:NZ_CP009922.3/CP009922.3	-	1	5412	5161	2015/05/07	2020/07/17	Complete Genome	Shanghai Jiao Tong University	SAMN03332981	GCA_000993785.3	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/993/785/GCA_000993785.3_ASM99378v3	-	318
Streptomyces albogriseolus	1887	PRJNA558864	558864	Terrabacteria group	Actinobacteria	7.54715	72.5535	chromosome:CP042594.1; plasmid pSALBX2:CP042595.1	-	2	-	-	2019/10/09	2019/10/09	Complete Genome	Sichuan normal university	SAMN12500892	GCA_008931705.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/931/705/GCA_008931705.1_ASM893170v1	-	LBX-2
Xanthomonas vasicola pv. vasculorum	325776	PRJNA439013	439013	Proteobacteria	Gammaproteobacteria	4.90977	63.2	chromosome:NZ_CP028127.1/CP028127.1	-	1	4314	3924	2018/03/26	2021/01/10	Complete Genome	University of Exeter	SAMN08739585	GCA_003015715.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/715/GCA_003015715.1_ASM301571v1	31107148	SAM119
Flavobacterium indicum GPTSA100-9 = DSM 17447	1094466	PRJNA73387	73387	FCB group	Bacteroidetes/Chlorobi group	2.99309	31.4	chromosome I:NC_017025.1/HE774682.1	-	1	2774	2685	2012/03/15	2021/03/12	Complete Genome	French National Institute for Agricultural Research	SAMEA3138809	GCA_000455605.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/605/GCA_000455605.1_GPTSA100-9	22582381	GPTSA100-9
Thermoproteus tenax Kra 1	768679	PRJEA49419	49419	TACK group	Crenarchaeota	1.84154	55.1	chromosome:NC_016070.1/FN869859.1	-	1	2097	1991	2011/10/06	2020/12/13	Complete Genome	University of Duisburg-Essen, Faculty of Chemistry, Molecular Enzyme Technology and Biochemistry	SAMEA2272453	GCA_000253055.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/253/055/GCA_000253055.1_ASM25305v1	22003381	Kra 1
Fluoribacter dumoffii Tex-KL	1094714	PRJNA73347	73347	Proteobacteria	Gammaproteobacteria	3.76189	39.6395	chromosome:NZ_CM001371.1/CM001371.1; plasmid pLDTK:NZ_CM001372.1/CM001372.1	AGVT01	2	3337	3254	2011/11/23	2020/12/07	Chromosome	Beijing Genomics Institute	SAMN02469351	GCA_000236145.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/145/GCA_000236145.1_ASM23614v1	-	Tex-KL
Leptospira kirschneri serovar Cynopteri str. 3522 CT	1049942	PRJNA74057	74057	Spirochaetes	Spirochaetia	4.40942	35.9	-	AHMN02	24	3728	3458	2012/01/24	2020/04/06	Contig	J. Craig Venter Institute	SAMN02436434	GCA_000243695.3	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/243/695/GCA_000243695.3_gls454049v02	-	3522 CT
Leptospira inadai serovar Lyme str. 10	1049790	PRJNA74055	74055	Spirochaetes	Spirochaetia	4.45787	44.6	-	AHMM02	27	3982	3857	2012/01/24	2021/02/03	Contig	J. Craig Venter Institute	SAMN02436595	GCA_000243675.3	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/243/675/GCA_000243675.3_gls454047v02	-	10
Leptospira broomii serovar Hurstbridge str. 5399	1049789	PRJNA74059	74059	Spirochaetes	Spirochaetia	4.3959	43	-	AHMO02	12	3954	3866	2012/01/24	2020/12/16	Contig	J. Craig Venter Institute	SAMN02436587	GCA_000243715.3	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/243/715/GCA_000243715.3_gls454050v02	-	5399
Leptospira kmetyi	408139	PRJNA504370	504370	Spirochaetes	Spirochaetia	4.41692	44.8667	chromosome 1:NZ_CP033614.1/CP033614.1; chromosome 2:NZ_CP033615.1/CP033615.1	-	2	4023	3914	2018/11/13	2021/03/05	Complete Genome	Universiti Sains Malaysia	SAMN10390430	GCA_003722295.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/722/295/GCA_003722295.1_ASM372229v1	-	LS 001/16
Leptospira alexanderi	100053	PRJNA257144	257144	Spirochaetes	Spirochaetia	4.06096	40.3	-	JQGW01	238	3683	3413	2017/03/02	2020/06/24	Contig	Chinese National Human Genome Center at Shanghai	SAMN02947772	GCA_002009845.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/009/845/GCA_002009845.1_ASM200984v1	-	56659
Achromobacter arsenitoxydans SY8	477184	PRJNA73989	73989	Proteobacteria	Betaproteobacteria	6.15666	66	-	AGUF01	105	5739	5613	2011/12/05	2021/02/07	Contig	Huazhong Agricultural University	SAMN02469904	GCA_000236785.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/785/GCA_000236785.2_ASM23678v2	22328747	SY8
Marinobacter manganoxydans MnI7-9	1094979	PRJNA73991	73991	Proteobacteria	Gammaproteobacteria	4.54959	57.3	-	AGTR01	88	4183	4031	2011/11/16	2021/02/07	Contig	Huazhong Agricultural University	SAMN02471017	GCA_000235625.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/625/GCA_000235625.2_ASM23562v1	22275098	MnI7-9
Methanolobus psychrophilus R15	1094980	PRJNA74005	74005	Euryarchaeota	Stenosarchaea group	3.07277	44.6	chromosome:CP003083.1	-	1	3229	3167	2012/10/18	2019/09/11	Complete Genome	Beijing Institute of Genomics	SAMN00739943	GCA_000306725.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/306/725/GCA_000306725.1_ASM30672v1	-	R15
Xanthomonas arboricola	56448	PRJNA547336	547336	Proteobacteria	Gammaproteobacteria	4.94784	65.7	-	JAASRC01	3	4193	4038	2020/03/27	2020/08/01	Scaffold	DOE Joint Genome Institute	SAMN12024076	GCA_011761795.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/761/795/GCA_011761795.1_ASM1176179v1	-	CFBP 6825
Leisingera methylohalidivorans DSM 14336	999552	PRJNA74371	74371	Proteobacteria	Alphaproteobacteria	4.651	62.3557	chromosome:NC_023135.1/CP006773.1; plasmid unnamed:NC_023146.1/CP006774.1; plasmid unnamed2:NC_023136.1/CP006775.1	-	3	4530	4239	2013/12/20	2021/03/12	Complete Genome	DOE Joint Genome Institute	SAMN02769646	GCA_000511355.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/355/GCA_000511355.1_ASM51135v1	-	DSM 14336; MB2
Salinispora pacifica DSM 45544	999543	PRJNA75077	75077	Terrabacteria group	Actinobacteria	5.46475	69.9	-	AQZG01	4	4954	4718	2013/04/22	2020/12/18	Scaffold	JGI	SAMN02261279	GCA_000378845.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/845/GCA_000378845.1_ASM37884v1	-	DSM 45544
